variant_id,stop_id
870218,4287
870218,4288
870220,5587
870220,4400
870220,2665
870220,4280
870220,1934
870220,4278
870231,3899
870231,1819
870231,2815
870231,281
870231,3934
870259,26
870259,5125
870259,3906
870259,319
870259,308
870259,2855
870259,5296
870349,5626
870371,3895
870372,1892
870372,603
870372,1900
870378,576
870378,1034
870378,1701
870378,5761
870378,1189
870378,935
870378,707
870378,613
870378,4652
870378,637
870378,648
870378,5600
870378,665
870421,1759
870421,1142
870423,638
870424,647
870424,639
870424,3899
870424,1248
870424,708
870424,711
870424,3421
870424,2305
870425,647
870425,637
870435,5571
870435,3890
870454,3901
870454,307
870454,952
870454,1782
870454,638
870553,4125
870553,5689
870553,5700
870553,5220
870577,1542
870577,3523
870577,1419
870577,1547
870577,2536
870578,1897
870578,2034
870578,2583
870578,1614
870578,2817
870581,1897
870581,2034
870581,1417
870581,1543
870582,2356
870582,1501
870582,1580
870582,1419
870582,4897
870585,1751
870585,1709
870585,2034
870585,1417
870585,1533
870585,2817
870585,1496
870585,1604
870595,1419
870595,1547
870595,2536
870596,4250
870596,1419
870596,1547
870596,2536
870628,2034
870628,1417
870628,5437
870628,1397
870632,1629
870632,2031
870657,4896
870657,1420
870657,5437
870856,5475
870856,179
870856,4387
870876,5608
870876,149
870882,148
870882,5609
870883,153
870883,148
870883,5609
870885,1015
870928,637
870928,5108
870928,5341
870928,5674
870935,1188
870935,708
870935,711
870935,3421
870935,728
870935,3244
870935,2105
870935,3656
870935,3669
870935,1702
870935,3706
870935,3709
870935,1200
870935,3662
870935,3664
870935,1204
870935,3635
870959,1188
870959,708
870959,711
870959,3421
870959,728
870959,3244
870959,4596
870959,3668
870959,1979
870959,3669
870959,3706
870959,3709
870959,1200
870959,3662
870959,3664
870969,4700
870969,3537
870969,638
870969,4646
870969,46
870969,1172
870969,4726
870971,4728
870971,696
870971,46
870972,46
870972,1172
870972,4726
871012,33
871012,4663
871012,538
871090,639
871090,3899
871108,3412
871108,1306
871108,2863
871108,3900
871108,2527
871109,2528
871109,3901
871109,2855
871109,1174
871109,116
871146,799
871146,1125
871146,3762
871146,114
871181,642
871181,636
871181,1312
871181,1176
871181,4893
871181,1901
871181,604
871181,605
871181,708
871181,711
871181,3421
871193,1160
871193,639
871193,3899
871193,1892
871193,604
871193,934
871193,2117
871193,5761
871193,575
871201,5761
871201,1189
871201,935
871201,707
871201,613
871201,4652
871201,637
871201,644
871207,648
871207,5579
871207,212
871207,5296
871207,271
871207,281
871207,812
871208,639
871208,3895
871226,5154
871226,5160
871226,240
871226,30
871226,305
871226,3900
871226,5639
871229,1248
871229,708
871229,711
871229,3421
871229,2305
871229,728
871251,638
871252,636
871252,818
871252,964
871252,5469
871252,493
871252,494
871252,3900
871252,5639
871253,553
871258,2049
871263,5296
871263,271
871263,2863
871288,2869
871315,5626
871315,1963
871315,3182
871315,2861
871315,1149
871315,5297
871315,1142
871315,5582
871331,1548
871331,1420
871331,1581
871331,1502
871331,1572
871335,1573
871335,1501
871335,1387
871335,4685
871335,2817
871335,1531
871335,1408
871343,3522
871343,1419
871343,1547
871343,2536
871362,2034
871362,1417
871362,1581
871362,1502
871362,2355
871376,2820
871376,1531
871376,1408
871426,1275
871426,4642
871426,551
871426,607
871456,576
871456,5577
871456,2746
871456,4917
871456,1826
871456,4927
871456,5010
871495,3598
871495,5627
871495,2506
871495,3415
871527,4652
871527,637
871527,648
871527,5579
871527,212
871527,5296
871527,271
871527,281
871527,812
871531,2274
871531,3415
871531,2828
871531,707
871531,1819
871531,1289
871531,2028
871531,5167
871531,5155
871531,212
871531,3547
871535,1149
871535,5297
871535,240
871535,1175
871535,1782
871535,639
871535,3899
871536,648
871536,656
871536,242
871536,5296
871536,179
871542,284
871542,2861
871542,1149
871542,5614
871542,5274
871542,1759
871542,1251
871594,242
871594,5167
871594,5155
871594,115
871594,3136
871595,1160
871596,4652
871596,637
871596,668
871596,2172
871596,5405
871626,3415
871626,2828
871626,707
871626,606
871626,603
871626,1900
871626,4892
871626,2029
871626,1313
871626,637
871626,668
871627,2172
871627,675
871637,5761
871637,2117
871637,1189
871637,935
871637,707
871637,613
871637,4652
871637,637
871637,648
871637,5600
871637,665
871644,4652
871644,637
871662,3412
871662,3547
871662,5297
871662,1151
871662,305
871662,3891
871662,5432
871667,2479
871668,5639
871669,3218
871669,5424
871670,5639
871674,637
871674,5579
871674,212
871674,195
871674,179
871698,2855
871698,1174
871698,1142
871698,2172
871698,675
871698,5108
871709,5781
871710,3196
871710,3421
871710,2275
871712,1248
871712,708
871712,711
871712,3421
871716,5297
871716,1142
871753,2855
871753,205
871796,5296
871797,5297
871799,4895
871799,4757
871799,560
871799,556
871799,2950
871800,579
871800,555
871800,559
871800,4760
871800,4892
871801,644
871801,5579
871801,5296
871801,271
871801,281
871801,403
871801,5571
871804,604
871804,708
871804,3419
871809,4125
871818,579
871818,1701
871818,555
871818,559
871818,551
871818,4760
871879,539
871879,4664
871879,838
871888,5288
871888,5613
871888,4478
871888,4707
871888,4467
871908,812
871908,3861
871908,4458
871908,4463
871908,4707
871908,4744
871908,4493
871908,4497
871927,1901
871927,604
871927,708
871927,711
871927,3422
871927,4431
871927,4523
871927,2245
871927,3641
871927,3027
871927,3025
871927,4551
871943,1188
871943,708
871943,711
871943,3421
871943,728
871943,3244
871943,3720
871943,4596
871943,3668
871943,1979
871943,3669
871943,3706
871943,3709
871943,1200
871943,3662
871943,3664
871945,1188
871945,708
871945,711
871945,3421
871945,728
871945,3244
871945,2105
871945,3656
871945,3669
871945,1702
871945,3706
871945,3709
871945,1081
871958,576
871958,5577
871958,2746
871958,4987
871958,4917
871958,1826
871958,4927
871958,5010
871971,3600
871971,3603
871971,3596
871971,3598
871971,5627
871971,2506
871971,3415
871971,2828
871971,707
871990,5167
871990,5155
871990,115
871997,3134
871997,481
871997,3891
871997,5625
872014,638
872031,1125
872031,3762
872031,114
872031,5154
872031,952
872032,115
872032,3136
872070,637
872081,3415
872082,5297
872195,5626
872195,1963
872195,3182
872195,2861
872195,1149
872195,5297
872195,1142
872195,5582
872195,5583
872215,1629
872215,2034
872215,1417
872215,5437
872215,1397
872219,1398
872219,1541
872219,1579
872219,1583
872237,2741
872237,1581
872237,1502
872237,1572
872304,1680
872304,1582
872304,5115
872304,1614
872304,2817
872304,1496
872304,1604
872306,1679
872306,1580
872306,1419
872306,4897
872307,1472
872307,4899
872315,1497
872315,2818
872315,5310
872315,5114
872315,1586
872315,1868
872317,1680
872317,1582
872317,5115
872317,1614
872317,2817
872317,1496
872317,1604
872334,5587
872334,4400
872334,2665
872334,4280
872334,1934
872334,4278
872334,4754
872334,4287
872344,5475
872344,5791
872344,179
872344,4387
872351,5288
872351,5613
872351,4478
872351,4465
872351,4746
872360,3758
872360,1149
872360,4478
872360,4707
872360,4744
872365,1782
872365,638
872365,3124
872365,691
872365,5599
872365,4445
872365,4726
872369,3641
872380,5109
872380,5110
872380,686
872380,3123
872380,642
872380,636
872382,3884
872382,3415
872382,2828
872382,707
872382,603
872382,1900
872382,4892
872407,3420
872407,5592
872407,4566
872407,4256
872407,2115
872409,576
872409,5577
872409,2746
872409,4987
872409,4931
872409,5118
872409,5795
872409,1852
872409,5723
872417,1200
872417,3662
872417,3664
872417,1204
872417,3600
872417,3603
872417,3596
872417,3598
872417,5627
872417,2506
872417,3415
872417,2828
872417,707
872471,638
872471,3124
872471,687
872471,2056
872471,5110
872471,5108
872480,4700
872480,3537
872480,638
872480,4646
872480,46
872484,576
872484,5577
872484,2746
872484,4987
872484,5724
872484,5795
872484,1852
872484,5723
872498,4254
872498,3617
872498,1085
872498,3603
872498,3596
872498,3598
872498,5627
872498,2506
872498,3415
872498,2828
872498,707
872498,612
872498,1819
872525,1188
872525,708
872525,711
872525,3422
872525,3195
872525,2013
872525,5592
872525,3641
872525,3027
872525,3025
872525,4551
872525,4544
872533,637
872533,648
872533,656
872533,965
872533,1004
872533,1330
872533,3517
872533,480
872552,242
872552,1813
872552,212
872552,3547
872552,5288
872558,2274
872558,3415
872558,2828
872558,707
872558,613
872558,4652
872558,638
872558,700
872571,2816
872571,952
872571,1782
872571,4894
872571,3517
872572,2899
872572,55
872572,5440
872572,2274
872572,2304
872572,3415
872572,2828
872572,707
872572,603
872572,4892
872572,1330
872572,3517
872572,508
872572,5456
872572,3514
872572,2861
872572,1149
872572,5274
872578,509
872578,3526
872578,841
872578,2029
872578,1313
872578,637
872578,5467
872579,1312
872579,2028
872579,3517
872579,508
872579,5456
872608,5571
872609,2274
872609,3415
872609,2828
872609,603
872609,4892
872609,1330
872609,2815
872610,2274
872610,3415
872610,2828
872610,603
872610,4892
872610,1330
872610,2815
872612,1188
872612,711
872612,3421
872612,2305
872646,5167
872646,5155
872646,115
872646,3136
872647,5409
872647,3130
872647,116
872647,5424
872647,1142
872647,665
872649,4571
872649,869
872649,5123
872667,5681
872667,4125
872667,5689
872667,3906
872667,3514
872667,3519
872690,2010
872696,469
872696,27
872698,4652
872698,1892
872698,603
872698,1900
872698,1061
872698,4892
872700,5761
872700,1189
872700,935
872700,707
872700,613
872700,4652
872700,637
872700,648
872700,5600
872700,665
872704,576
872704,5761
872708,242
872708,1813
872708,212
872708,3547
872708,5288
872708,271
872715,5274
872715,1759
872715,211
872715,240
872717,5274
872717,1759
872717,5412
872717,211
872717,240
872718,5274
872718,1759
872718,211
872718,240
872743,5424
872743,5154
872743,5160
872743,240
872743,30
872743,305
872743,3900
872743,5639
872746,2274
872746,3415
872746,2828
872746,707
872746,613
872747,1759
872747,1142
872747,5154
872747,5162
872747,1176
872747,1178
872747,613
872749,2869
872749,1142
872749,5582
872749,638
872761,26
872761,5125
872761,3906
872761,319
872761,308
872773,3415
872773,2828
872773,707
872773,613
872779,603
872779,4892
872784,5297
872784,4571
872784,3517
872784,3518
872791,2899
872791,55
872791,5440
872791,2274
872791,2304
872791,3415
872791,2828
872791,707
872791,603
872791,4892
872791,1330
872791,3517
872791,508
872793,2899
872793,55
872793,5440
872793,2274
872793,2304
872793,3415
872793,2828
872793,707
872806,2594
872806,934
872809,509
872809,3526
872809,546
872809,27
872817,509
872817,3526
872817,841
872817,2029
872817,1313
872817,637
872826,5424
872826,5154
872826,240
872826,1330
872826,3517
872826,508
872843,509
872843,3526
872843,546
872843,613
872843,637
872858,1215
872858,481
872864,818
872864,964
872864,5469
872865,977
872865,1312
872865,1871
872865,1782
872865,637
872866,494
872874,576
872874,2880
872874,553
872874,4892
872874,1330
872874,3517
872874,508
872893,3890
872893,3518
872893,5460
872893,509
872893,3526
872893,2816
872893,814
872893,665
872894,2855
872910,1330
872910,5123
872920,4922
872920,576
872928,2506
872928,3422
872928,2013
872928,761
872946,1901
872946,604
872946,708
872946,711
872946,3420
872950,4827
872950,4389
872950,2665
872950,348
872950,481
872951,2528
872951,2036
872951,353
872951,4284
872951,4286
872951,4291
872951,4301
872951,4276
872951,4275
872977,5109
872977,5110
872977,686
872977,3123
872977,636
872985,4525
872985,3628
872985,4554
872985,3617
872985,1085
872985,3603
872985,3596
872985,3598
872985,5627
872985,2506
872985,3415
872985,2828
872985,707
872985,612
872985,1819
872993,638
872993,3124
872993,687
872993,2056
872993,5110
872993,5108
872993,5405
872995,637
872995,5108
872995,5341
872995,4954
873010,1188
873010,708
873010,711
873010,3421
873010,728
873010,3244
873010,2105
873010,3720
873010,3656
873010,3669
873010,1702
873010,3706
873010,3709
873010,1081
873034,576
873034,5577
873034,2245
873034,3641
873034,4254
873034,3619
873034,1085
873034,5762
873034,3663
873034,1083
873034,4539
873038,3514
873038,508
873038,480
873038,347
873038,2666
873038,4389
873038,4825
873038,4738
873039,4288
873039,4300
873039,4754
873039,4285
873039,4283
873039,1217
873039,357
873039,2527
873040,4747
873040,4460
873040,4114
873040,4457
873040,3410
873041,5789
873041,5476
873042,4291
873042,4277
873042,1933
873042,4279
873042,2666
873042,4401
873042,5588
873042,335
873043,4492
873043,4429
873043,4479
873043,5635
873043,5614
873043,5274
873044,389
873044,5625
873044,1816
873044,375
873044,4413
873045,4429
873045,4464
873045,4457
873045,3410
873046,4288
873046,4300
873046,4754
873046,4285
873046,4283
873046,1217
873046,357
873046,2527
873048,4747
873048,4462
873048,4678
873048,4480
873048,4710
873048,4114
873048,4457
873048,3410
873049,4387
873049,5789
873049,5476
873050,4813
873050,4387
873050,5789
873050,5476
873051,4813
873051,4387
873051,5789
873051,5476
873052,4387
873052,5789
873052,5476
873053,5789
873053,5476
873054,4276
873054,4291
873054,4277
873054,1933
873054,4279
873054,2666
873054,4401
873054,5588
873054,335
873055,4277
873055,1933
873055,4279
873055,2666
873055,4401
873055,5588
873055,335
873056,4747
873056,4429
873056,4479
873056,5635
873056,5614
873056,5274
873057,4429
873057,4479
873057,5635
873057,5614
873057,5274
873058,4492
873058,4429
873058,4479
873058,5635
873058,5614
873058,5274
873059,4747
873059,4429
873059,4479
873059,5635
873059,5614
873059,5274
873060,4496
873060,4490
873060,4745
873060,4429
873060,4464
873060,4457
873060,3410
873063,4492
873063,4745
873063,4429
873063,4479
873063,271
873063,3757
873069,481
873069,509
873069,3526
873069,814
873069,1175
873069,638
873070,2049
873070,3906
873070,3514
873070,3526
873070,546
873070,1248
873070,711
873070,3420
873071,757
873071,3415
873071,2828
873071,1819
873071,1330
873071,3517
873071,3518
873071,5523
873077,4570
873077,5296
873078,5297
873078,4571
873078,869
873082,4125
873082,3906
873082,3514
873082,3519
873085,5587
873085,4400
873085,348
873085,1215
873085,481
873085,509
873086,1330
873086,3517
873086,480
873086,2035
873086,350
873088,518
873088,5740
873088,2955
873088,3134
873090,1160
873090,639
873090,3899
873090,1892
873090,604
873090,934
873090,5761
873090,575
873092,2869
873092,1142
873092,5582
873092,638
873093,5571
873093,3890
873093,480
873093,3134
873094,2869
873094,5297
873094,240
873094,1175
873095,5109
873095,212
873095,1306
873095,281
873095,1962
873095,3934
873095,3890
873095,480
873095,2527
873095,5332
873095,576
873096,5689
873096,2331
873096,2528
873096,481
873096,509
873096,3526
873096,4895
873096,554
873097,3893
873097,481
873097,509
873097,3526
873097,4895
873097,554
873100,187
873100,2869
873100,5297
873100,4571
873100,869
873100,2815
873100,3518
873100,5540
873100,5523
873101,5297
873101,4571
873101,869
873101,5575
873104,3526
873104,2816
873104,4570
873104,5296
873115,977
873115,818
873115,964
873115,5469
873129,4652
873130,3899
873130,1819
873130,2815
873130,281
873130,3934
873134,5626
873136,2274
873136,3415
873136,2828
873139,603
873139,4892
873139,1330
873139,2815
873139,3891
873139,396
873139,5626
873144,481
873144,509
873144,3526
873144,814
873144,1175
873147,1819
873147,1330
873147,3517
873147,3518
873147,5523
873148,1248
873148,711
873148,3420
873163,1160
873163,212
873164,116
873164,5424
873165,2172
873170,5296
873192,637
873192,2172
873192,675
873195,1215
873195,481
873195,509
873196,481
873196,509
873198,481
873198,509
873207,5274
873207,1759
873207,5412
873207,1142
873218,5424
873219,3547
873220,1759
873220,1142
873220,5154
873220,5162
873221,2274
873221,3415
873221,2828
873221,707
873221,613
873221,4652
873221,638
873222,639
873222,3899
873222,1248
873222,708
873222,711
873222,3421
873222,2305
873236,3134
873237,3134
873242,2869
873242,5297
873242,240
873244,648
873244,656
873244,242
873244,5296
873244,5791
873244,179
873244,912
873247,2172
873247,675
873247,5108
873256,3514
873256,3526
873256,2816
873256,4570
873256,5296
873257,2816
873257,952
873257,1782
873257,4894
873257,3517
873261,1759
873261,1142
873264,1138
873264,3412
873264,211
873264,240
873282,16
873282,198
873282,3547
873282,5297
873282,1151
873282,494
873282,3518
873282,5456
873283,4652
873283,637
873284,3514
873284,3526
873284,546
873284,613
873284,637
873285,636
873285,818
873285,3517
873285,508
873285,5460
873285,3514
873288,864
873288,3890
873288,3518
873288,5460
873289,864
873289,3890
873289,3518
873289,5460
873289,509
873289,3526
873289,2816
873289,1782
873289,638
873290,864
873291,636
873291,818
873291,3517
873291,508
873291,5460
873291,3514
873293,3514
873293,396
873295,864
873295,3890
873295,3518
873295,5460
873295,509
873295,3526
873295,2816
873295,1782
873295,638
873296,3900
873297,3802
873297,2869
873297,5297
873297,3517
873297,508
873299,3901
873299,315
873299,1782
873299,641
873303,576
873303,2880
873303,553
873303,5425
873303,637
873306,509
873306,3526
873308,553
873308,4892
873308,1330
873308,3517
873308,508
873311,603
873311,1061
873311,554
873312,5445
873312,2528
873312,481
873312,5457
873312,509
873312,3526
873312,546
873312,4895
873312,554
873326,5459
873339,575
873346,760
873346,757
873346,1230
873346,2711
873346,3419
873346,2375
873347,2506
873347,3415
873347,707
873347,603
873358,1497
873358,2818
873358,3523
873358,1419
873358,1471
873358,4899
873359,1573
873359,1501
873359,1580
873359,1419
873359,1547
873359,2536
873360,4898
873360,1547
873360,3524
873360,1541
873361,1603
873361,1497
873361,2818
873361,5310
873361,5114
873361,1586
873361,1868
873363,1573
873363,1501
873363,1580
873363,1419
873363,1471
873363,4899
873364,1542
873364,1418
873364,2031
873365,4896
873365,1420
873365,1581
873365,1387
873371,3908
873371,1398
873371,3522
873371,1596
873371,5179
873371,2355
873372,2356
873372,5180
873372,1586
873372,1396
873372,2033
873372,1750
873373,1751
873373,2031
873373,1869
873373,1582
873373,5179
873373,2355
873374,1407
873374,1532
873374,2818
873374,4684
873374,1679
873374,1502
873374,1572
873376,1573
873376,1501
873376,1580
873376,1544
873376,3523
873376,3857
873377,3858
873377,3524
873377,1541
873377,1581
873377,1502
873377,1572
873378,1573
873378,5180
873378,1583
873378,1396
873378,1495
873379,1897
873379,1869
873379,1582
873379,5179
873379,1572
873380,1869
873386,1548
873386,1420
873386,1533
873388,1548
873388,1420
873388,5310
873389,1534
873389,1419
873389,1547
873389,2536
873390,1534
873390,1581
873390,1502
873390,1572
873391,1407
873392,4898
873392,1547
873392,3524
873393,1751
873394,1408
873395,1408
873395,1542
873395,3523
873395,1548
873395,4899
873396,1582
873396,1578
873396,1544
873410,1603
873410,1497
873411,2820
873411,5310
873411,5114
873411,1586
873411,1868
873412,1496
873412,1604
873421,1573
873421,1501
873421,1580
873421,1533
873423,1472
873423,4899
873426,1534
873426,1581
873426,1502
873426,1572
873427,1407
873428,1531
873429,1541
873430,1408
873430,1542
873430,1418
873430,2031
873433,4896
873433,1420
873433,5437
873434,2356
873434,1501
873434,1580
873434,1418
873454,1773
873454,1582
873454,1578
873454,1544
873454,1397
873457,1398
873457,1541
873457,1579
873457,1583
873459,4898
873459,1547
873459,3857
873459,3902
873468,1603
873468,1497
873469,2818
873469,1534
873469,1418
873469,2033
873469,1750
873470,1496
873470,1604
873471,2820
873471,1496
873471,1604
873472,1398
873472,1418
873472,2033
873472,1750
873477,2356
873477,5180
873477,1578
873477,1565
873482,1564
873482,1579
873482,5179
873482,2355
873483,1407
873483,1532
873484,1573
873484,1501
873484,1387
873484,4685
873484,2817
873485,1573
873485,1501
873485,1387
873485,4685
873485,2817
873486,1531
873486,1408
873487,1531
873488,2818
873488,4684
873488,1679
873488,1502
873488,1572
873491,1397
873491,3907
873492,1541
873492,1581
873492,1502
873492,2355
873688,26
873688,5423
873688,3906
873688,319
873688,308
873688,2855
873688,5296
873692,396
873692,3890
873692,304
873692,2855
873692,5296
873692,1759
873693,577
873693,2528
873693,481
873693,3891
873693,3933
873693,3182
873693,2855
873693,1174
873693,1142
873693,2172
873693,675
873693,5108
873697,2899
873697,51
873697,2274
873697,3415
873697,2828
873697,707
873697,603
873697,4892
873700,509
873700,3526
873700,5388
873700,841
873700,2029
873700,1313
873700,1248
873700,2594
873700,934
873706,1215
873706,481
873706,5458
873706,509
873706,3526
873706,5296
873706,3801
873711,5750
873711,5760
873711,5757
873711,575
873715,26
873715,396
873716,648
873716,656
873716,965
873716,1004
873716,1330
873716,3517
873716,480
873722,5423
873723,1249
873723,27
873735,242
873735,5167
873735,5155
873735,115
873735,3136
873738,613
873759,5681
873759,4125
873759,5689
873759,3906
873759,3514
873759,3519
873759,546
873759,856
873759,27
873764,26
873764,3906
873764,3514
873764,3519
873768,1330
873768,3517
873768,480
873777,3892
873777,27
873778,26
873778,3906
873783,26
873783,5423
873783,3906
873783,319
873783,308
873783,2855
873783,5296
873786,5439
873786,1963
873786,2863
873786,316
873786,3518
873786,5539
873786,3892
873786,1249
873786,5584
873786,3134
873788,469
873788,5573
873788,5423
873788,3514
873788,317
873788,281
873788,403
873788,3256
873794,1963
873794,2863
873794,316
873794,3518
873794,1249
873796,3134
873796,5573
873801,5423
873801,3906
873801,3514
873801,317
873801,281
873801,403
873802,5584
873802,3134
873803,5423
873803,3906
873803,3514
873803,317
873803,281
873803,403
873804,3514
873804,317
873804,281
873804,403
873804,3256
873806,26
873806,3893
873809,638
873809,700
873810,639
873810,3899
873811,281
873824,3134
873824,5681
873825,5689
873825,2955
873825,3134
873826,912
873826,2869
873826,5297
873826,240
873826,1175
873827,2869
873827,5297
873827,240
873827,1175
873832,26
873832,576
873835,5689
873835,2049
873835,3892
873835,27
873836,26
873836,5423
873836,5523
873836,5692
873837,26
873837,556
873846,3899
873846,604
873846,708
873846,711
873846,3421
873846,2305
873846,2871
873847,27
873853,5288
873853,271
873853,2863
873853,3518
873853,5456
873861,3892
873861,1249
873861,3134
873863,5424
873863,5154
873863,240
873865,3134
873874,509
873874,3526
873874,546
873874,613
873874,3895
873876,636
873876,818
873876,3517
873876,508
873876,5460
873881,509
873881,3526
873881,546
873881,4895
873881,554
873888,4825
873888,864
873888,3890
873888,3526
873888,547
873896,5423
873896,5692
873899,644
873906,148
873906,5609
873907,115
873907,4803
873907,981
873907,2482
873907,73
873907,5609
873912,153
873912,148
873912,5609
873913,153
873913,148
873913,5609
873913,4144
873914,5609
873937,5608
873937,895
873937,3870
873956,5608
873956,895
873965,5608
873965,2251
873965,895
873990,576
873990,5577
873990,3609
873990,2245
873990,3641
873990,4254
873990,3619
873990,3617
873990,1085
873990,3600
874019,3420
874019,5592
874019,4566
874037,3600
874037,3603
874037,3596
874037,3598
874037,5627
874037,2506
874037,3415
874037,2828
874037,707
874148,5571
874148,864
874148,327
874148,5487
874148,546
874148,4893
874148,1901
874148,604
874148,711
874148,3421
874148,2305
874154,1125
874154,3762
874154,114
874154,5154
874154,4748
874155,4652
874155,637
874155,668
874155,2172
874159,3415
874159,2828
874159,707
874159,606
874159,603
874159,1900
874159,4892
874159,1289
874159,2029
874159,1313
874159,637
874159,668
874159,2172
874159,675
874161,469
874161,5739
874161,1011
874163,4652
874163,1892
874163,603
874163,1900
874164,5297
874164,1306
874164,1151
874164,307
874164,318
874164,3892
874164,1249
874164,27
874165,1963
874165,2863
874165,316
874165,3518
874165,1249
874165,5584
874165,3134
874166,3134
874166,5573
874166,5423
874166,3514
874166,317
874166,281
874166,403
874167,3218
874167,5424
874167,5154
874167,5160
874167,240
874167,30
874167,305
874167,3900
874167,5639
874168,3901
874168,307
874168,304
874168,2531
874168,5167
874168,5155
874168,2479
874169,647
874169,639
874169,3899
874169,1248
874169,708
874169,711
874169,3421
874169,2305
874170,5297
874170,1151
874170,307
874170,318
874170,3892
